year,crime_type,sex,age_group
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Unknown
2021,Assault,U,Unknown
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Unknown
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Unknown
2021,Assault,U,Unknown
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Unknown
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Unknown
2021,Assault,U,Unknown
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Adult
2021,Assault,F,Child
2021,Assault,F,Unknown
2021,Assault,F,Youth
2021,Assault,M,Adult
2021,Assault,M,Adult
2021,Assault,M,Adult
2022,Other,M,Youth
2022,Other,U,Adult
2022,Other,U,Adult
2022,Other,U,Adult
2022,Other,U,Adult
2022,Other,U,Unknown
2022,Robbery,F,Adult
2022,Robbery,F,Adult
2022,Robbery,F,Adult
2022,Robbery,F,Adult
2022,Robbery,F,Adult
2022,Robbery,F,Adult
2022,Robbery,F,Child
2022,Robbery,F,Unknown
2022,Robbery,F,Youth
2022,Robbery,M,Adult
2022,Robbery,M,Adult
2022,Robbery,M,Adult
2022,Robbery,M,Adult
2022,Robbery,M,Adult
2022,Robbery,M,Adult
2022,Robbery,M,Child
2022,Robbery,M,Unknown
2022,Robbery,M,Youth
2022,Robbery,U,Adult
2022,Robbery,U,Adult
2022,Sexual Violation,F,Adult
2022,Sexual Violation,F,Adult
2022,Sexual Violation,F,Adult
2022,Sexual Violation,F,Adult
2022,Sexual Violation,F,Adult
2022,Sexual Violation,F,Adult
2022,Sexual Violation,F,Child
2022,Sexual Violation,F,Unknown
2022,Sexual Violation,F,Youth
2022,Sexual Violation,M,Adult
2022,Sexual Violation,M,Adult
2022,Sexual Violation,M,Adult
2022,Sexual Violation,M,Adult
2022,Sexual Violation,M,Adult
2022,Sexual Violation,M,Adult
2022,Sexual Violation,M,Child
2022,Sexual Violation,M,Unknown
2022,Sexual Violation,M,Youth
2022,Sexual Violation,U,Adult
2022,Sexual Violation,U,Adult
2022,Sexual Violation,U,Adult
2022,Sexual Violation,U,Child
2022,Sexual Violation,U,Unknown
2022,Sexual Violation,U,Youth
